2024-03-16 11:27:24,720 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[E:\HOCKI6_2023-2024\KIEN_TRUC_VA_THIET_KE_HE_THONG\ActiveMQ\apache-activemq-6.0.1-bin\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:24,737 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[E:\HOCKI6_2023-2024\KIEN_TRUC_VA_THIET_KE_HE_THONG\ActiveMQ\apache-activemq-6.0.1-bin\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:24,802 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2024-03-16 11:27:24,802 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-03-16 11:27:25,308 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:25,308 | INFO  | PListStore:[E:\HOCKI6_2023-2024\KIEN_TRUC_VA_THIET_KE_HE_THONG\ActiveMQ\apache-activemq-6.0.1-bin\apache-activemq-6.0.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2024-03-16 11:27:25,317 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:25,317 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:25,593 | INFO  | Apache ActiveMQ 6.0.1 (localhost, ID:MSI-MODERN14-51566-1710563245353-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:25,658 | INFO  | Listening for connections at: tcp://MSI-MODERN14:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 11:27:25,658 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 11:27:25,674 | INFO  | Listening for connections at: amqp://MSI-MODERN14:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 11:27:25,674 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 11:27:25,684 | INFO  | Listening for connections at: stomp://MSI-MODERN14:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 11:27:25,684 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 11:27:25,690 | INFO  | Listening for connections at: mqtt://MSI-MODERN14:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 11:27:25,698 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 11:27:25,707 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-03-16 11:27:25,874 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-03-16 11:27:26,252 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@789ea6cd{/,null,STARTING} has uncovered HTTP methods for the following paths: [/] | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2024-03-16 11:27:26,439 | INFO  | Listening for connections at ws://MSI-MODERN14:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2024-03-16 11:27:26,439 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 11:27:26,439 | INFO  | Apache ActiveMQ 6.0.1 (localhost, ID:MSI-MODERN14-51566-1710563245353-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:26,439 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:26,464 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: E:\HOCKI6_2023-2024\KIEN_TRUC_VA_THIET_KE_HE_THONG\ActiveMQ\apache-activemq-6.0.1-bin\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb only has 29759 mb of usable space. - resetting to maximum available disk space: 29759 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:26,466 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: E:\HOCKI6_2023-2024\KIEN_TRUC_VA_THIET_KE_HE_THONG\ActiveMQ\apache-activemq-6.0.1-bin\apache-activemq-6.0.1\bin\win64\..\..\data only has 29759 mb of usable space. - resetting to maximum available disk space: 29759 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:27:29,150 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-03-16 11:27:29,150 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-03-16 11:30:18,085 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[E:\HOCKI6_2023-2024\KIEN_TRUC_VA_THIET_KE_HE_THONG\ActiveMQ\apache-activemq-6.0.1-bin\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 11:30:18,093 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[E:\HOCKI6_2023-2024\KIEN_TRUC_VA_THIET_KE_HE_THONG\ActiveMQ\apache-activemq-6.0.1-bin\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
